Boiler_Type,Capacity_MW,Steam_Flow_TPH,Rated_Pressure_kgcm2,Rated_Steam_Temperature_C,Superheater_Weight_kg,Reheater_Weight_kg,Water_Circulation_System_Weight_kg,Economiser_Weight_kg,Steam_Drum_Weight_kg,Pipe_Supports_kg,Buckstay_System_kg,Boiler_Rough_Mountings_kg,Foundation_Bolts_kg,Grouting_kg,Insert_Materials_kg,Insulation_Weight_kg,Seal_Boxes_kg,Sealing_Arrangements_kg,Hoppers_kg,Chutes_kg,Deaerator_kg,Soot_Blowers_kg,Boiler_Mountings_Fittings_kg,Maintenance_Tools_kg,Field_Instruments_kg,Instrumentation_Erection_Hardware_kg,Electrical_Panels_kg,Electrical_Erection_Materials_kg,Illumination_System_kg,HP_Dosing_System_kg,LP_Dosing_System_kg,Common_Blowdown_Equipment_kg,Sample_Coolers_kg,Fasteners_kg,Gaskets_kg,Spares_kg,Miscellaneous_Items_kg,Total_Estimated_Weight_kg
CFBC,250,1000,250,350,1002079.4,687097.9,299278.0,2214788.8,1327971.1,422215.0,888419.1,96512.1,124364.1,102727.6,44459.6,514461.9,123836.9,119778.1,337529.4,137556.7,592976.8,158576.6,303794.7,37164.4,56789.9,33663.5,75417.3,51447.3,16122.8,20703.0,10132.5,20381.8,8406.7,33531.7,16787.6,448665.9,133992.4,10461630.6
CFBC,270,500,200,350,454821.8,305500.0,299597.6,1099523.9,1272731.4,323047.2,968934.3,99119.7,113840.3,92012.5,47305.4,441647.7,123870.0,107713.2,346216.0,160097.3,461133.5,161217.9,313094.3,37137.3,56482.4,34561.0,79416.4,52547.9,13724.7,21322.7,10577.6,18571.4,8592.8,30979.3,12950.7,392113.7,119742.3,8080144.2
Two-Pass,800,200,150,350,126018.8,72100.1,708959.8,513983.0,2611966.5,365184.2,1368015.4,156559.4,208644.3,175866.8,71299.8,593860.6,194850.6,168894.4,640811.8,282672.5,225313.5,325200.2,496506.7,45689.8,83520.6,50091.2,143047.6,81634.9,19291.2,34690.4,15808.4,24656.9,11051.6,42389.1,18149.3,527208.8,133911.9,10537850.1
Bi-Drum,250,1000,100,250,580276.4,398640.3,167518.7,2053607.6,1335998.8,340936.3,615541.4,97194.8,108778.8,91339.6,52081.0,443817.7,100840.0,99200.6,286221.3,130984.9,605172.5,183127.6,265552.2,31476.6,54952.1,28555.8,90150.1,50861.9,13950.0,21459.1,12128.6,21043.2,8396.4,34470.6,14797.2,472424.5,139062.5,8950559.1
Bi-Drum,250,500,150,250,331950.0,255848.9,197099.0,1180300.9,1593122.9,328301.9,640075.2,96986.9,106142.0,102277.1,44841.3,419377.1,117204.4,100655.7,344081.6,133358.5,464916.9,152016.4,256822.7,32043.5,48659.2,28792.8,90743.4,50200.7,13412.3,20736.6,12041.7,20470.8,8303.3,25462.8,14479.5,368092.2,98121.4,7696939.6
Two-Pass,800,500,200,400,366480.7,221099.7,858251.0,1281236.8,2497194.7,369286.8,1604549.4,181944.2,178730.0,151814.2,71373.4,931098.6,170267.0,143970.7,555717.2,242469.7,402964.6,278483.1,563889.4,51305.5,86135.9,50059.8,141564.7,82186.8,21928.9,30362.0,14023.3,29847.5,13169.9,45492.0,20518.8,618142.4,186240.6,12461799.3
CFBC,200,1000,100,300,628285.9,404404.0,151715.4,2102922.9,755210.9,316646.9,767268.6,84425.9,99905.8,96438.6,49011.3,364870.9,108869.6,94333.7,251635.8,120179.1,705941.1,160950.5,230975.2,33495.3,52986.1,27356.8,80548.7,54990.8,14955.2,23119.5,9850.6,16498.3,7821.4,32157.0,15898.4,432601.9,127862.9,8424135.0
Two-Pass,660,2000,300,400,2114521.8,1207235.1,984656.1,5163340.0,2465361.0,648416.2,1353986.6,162898.6,192146.3,138410.1,77909.0,1064657.2,176577.8,129238.4,487829.0,220581.6,1049483.3,291898.8,511595.1,42651.0,69239.3,41579.4,113515.2,73437.8,17768.3,28078.4,13291.8,24100.5,10375.6,55828.0,23752.4,836817.9,257130.6,20048308.2
CFBC,660,200,250,250,138641.2,91416.7,762940.4,405705.7,3111067.8,382703.3,1594321.0,167329.2,193928.4,140429.9,77857.8,620094.3,197927.9,170499.8,591094.9,252486.1,262431.1,249404.0,449748.0,42089.4,68970.1,40177.2,133412.6,77085.3,18167.6,32458.5,15351.6,24344.2,10820.0,38519.9,16557.3,475972.7,165455.0,11019408.9
Bi-Drum,250,1000,200,250,859984.3,568117.8,266554.4,2354766.4,1744990.9,431432.2,736941.0,81472.4,106061.7,105267.9,45271.9,430968.9,114850.8,101774.9,289229.0,158836.7,708483.5,156952.9,261696.4,37083.8,49101.7,29456.2,90081.6,50154.8,15501.8,23983.9,11819.5,17460.1,9721.4,29549.6,16955.0,430168.1,130194.1,10464885.6
AFBC,500,200,150,350,151856.3,92874.0,435678.0,434306.5,2008028.2,270026.8,1181060.1,143356.5,173949.5,140739.2,60513.8,427094.7,136932.3,115230.2,498759.2,191961.2,269505.9,255169.7,376499.9,45288.6,62111.2,43901.7,102927.0,77284.6,16727.8,29897.8,14506.6,25739.5,10037.7,35113.1,17023.7,361097.6,103527.4,8308726.3
AFBC,270,150,200,400,132214.5,80960.6,254137.1,386874.3,1098905.6,210000.4,733042.2,87236.1,131191.6,92890.4,53807.3,256154.5,96785.9,84887.3,352849.9,142301.3,221079.5,188810.5,271779.1,31852.5,58875.3,29466.4,79493.4,61842.5,13983.2,25135.5,10550.3,20681.0,8365.8,25137.9,11098.0,239130.3,85778.0,5577298.2
Two-Pass,500,1000,200,350,715970.8,497358.4,495139.3,2487321.8,1944806.2,382560.2,1115540.3,124891.4,150589.5,144518.9,69318.7,804471.9,128597.7,114142.1,504615.6,185418.9,605044.4,256275.3,446501.4,45358.6,61305.7,42684.5,102411.7,76937.1,16802.4,26170.5,12478.8,25187.5,11379.7,42793.6,21647.6,609905.1,183531.1,12451676.7
CFBC,270,500,300,350,459425.2,296033.8,317605.2,1059524.9,1562881.0,341649.9,839266.5,102873.6,110205.3,106428.0,54898.3,429286.3,124414.9,108706.5,358347.6,136705.4,399090.2,163861.9,313269.9,36720.6,57020.5,34276.3,92835.9,53224.8,16514.5,21395.5,10523.3,21520.8,8586.3,26153.3,14798.5,407148.3,121822.1,8207015.1
Two-Pass,800,2000,300,400,2130018.2,1209011.8,1217321.3,4493284.6,2984955.6,562422.5,1391613.1,160879.8,181795.7,173428.6,71188.9,1398412.4,193812.7,145371.4,537722.9,283735.8,892653.6,273568.0,572247.5,51285.9,74084.8,51285.0,122027.6,92568.2,22529.7,29023.9,13533.4,28826.4,11442.9,59028.9,25075.2,1052689.2,277795.3,20784640.8
AFBC,250,2000,100,350,1316266.4,931014.4,195286.3,4961065.9,770564.4,528164.2,685355.6,97256.4,127916.4,88754.6,44606.1,620445.2,93472.7,94505.7,287837.5,155073.1,1038421.3,153981.3,299789.4,31338.2,56442.9,34240.6,78310.0,58799.6,13970.0,24130.9,10095.0,18183.3,9918.7,36401.8,20288.4,561768.8,197317.3,13640982.4
Bi-Drum,270,500,300,250,457269.4,271822.1,310850.9,1148521.7,1923079.0,323332.8,764699.7,100103.9,113334.6,94447.6,47603.2,369263.0,100904.1,89026.8,349894.5,139357.6,466591.0,183782.9,275757.2,37890.3,48631.4,34973.6,79450.1,51251.5,16290.4,21705.8,12273.9,18564.2,8475.8,30747.3,13011.0,371439.6,130955.7,8405302.6
Two-Pass,660,2000,200,300,1675468.7,950554.1,676706.8,4298328.2,2157472.6,522196.8,1370231.2,161294.9,190268.2,136099.8,76779.5,1246956.8,152543.8,153469.0,488686.0,221515.9,914064.4,294471.7,449987.7,41371.4,78666.0,47992.2,129101.7,75296.1,20748.1,32801.3,13128.3,27376.6,12241.9,48296.7,23559.9,779314.5,267384.9,17734375.7
CFBC,100,500,200,400,486344.8,319718.3,99484.5,1119418.5,536077.8,286282.7,447997.5,59632.9,70166.3,70746.2,36975.0,181687.3,88703.6,76181.2,176782.6,97396.4,455998.7,98515.0,183360.9,23936.6,34697.9,20913.3,61401.9,35832.9,10215.2,18179.0,8038.0,15804.9,7783.9,18646.3,9353.5,231624.0,70960.5,5458858.1
Two-Pass,500,300,200,300,192465.8,110757.3,507153.7,743435.3,1953458.4,322129.9,1085239.8,140597.6,168671.6,121624.6,71074.3,582670.6,149389.4,131016.0,493087.8,186814.4,332237.3,223882.7,432606.6,44366.7,70069.5,37215.8,119738.9,79373.5,17133.5,25395.2,14007.7,25707.0,9716.9,36242.7,17656.7,436631.2,113085.8,8994654.2
Bi-Drum,200,200,100,350,142993.6,96113.9,128616.8,507497.1,951340.6,204534.4,535069.9,85273.9,114108.1,92385.4,40911.5,235601.2,90629.6,75397.6,305252.3,120008.4,265255.5,160830.7,231274.6,29939.4,51991.0,26712.9,70488.8,47125.9,12583.6,23249.7,11425.0,19267.8,9272.9,19609.4,10022.6,223350.4,64644.5,5002779.0
Bi-Drum,660,200,300,250,179668.4,121137.1,960696.6,406625.2,5067137.2,407132.9,1517921.0,141761.2,194306.7,140326.3,67592.0,629820.3,184665.5,162192.7,586226.3,221029.2,267511.0,292877.4,450173.1,42926.8,66660.5,39821.2,115398.0,88068.2,17958.2,32003.4,15052.0,28097.3,12634.4,39509.4,17061.6,539639.0,192714.8,13246344.9
CFBC,270,500,300,300,424778.6,275445.4,356989.5,1046769.1,1282956.2,348945.1,817518.6,87826.1,131343.4,107846.0,47286.1,440214.4,149638.7,124255.5,345234.4,139954.1,387767.3,165034.2,316932.9,31364.5,50752.7,28988.6,79922.3,52800.2,16066.7,24834.9,10272.3,18125.6,10024.5,25424.6,12849.9,414837.2,122248.4,7895248.0
Bi-Drum,100,150,250,250,105098.8,72434.0,112573.4,296007.6,847719.0,174748.1,313200.2,59247.6,72835.4,58643.8,32119.8,129631.0,73141.3,53959.3,203478.7,85736.4,194409.5,114382.4,153428.8,23304.3,35120.9,21047.7,62911.8,36221.9,10526.8,18240.9,9428.8,13827.1,7810.4,16789.0,8525.7,155634.0,54534.2,3626718.6
Bi-Drum,500,300,250,400,309843.2,176525.5,570243.9,785239.2,3650783.8,354466.0,1223703.6,125133.5,150940.9,142335.3,60033.7,571553.2,162239.0,121043.5,504892.0,194836.5,344681.3,216464.7,382289.6,45776.9,62495.5,42239.4,115074.6,68893.2,19845.1,29720.5,12010.0,21477.3,9968.9,31689.7,17646.1,459662.7,136791.0,11120539.3
AFBC,660,300,200,350,260344.6,137571.3,797762.2,752074.6,2502213.1,387045.9,1237335.9,161584.2,166626.4,138916.2,78838.9,598349.6,156145.5,154923.5,570369.5,212331.2,291357.8,297826.8,505956.6,47811.2,79958.9,40271.1,133677.7,76794.3,18090.6,27558.1,12852.1,27466.2,12593.9,34170.9,20254.1,544654.5,162567.6,10646295.0
CFBC,270,1000,150,400,938708.1,598639.6,257822.5,2630557.5,1157549.3,352325.5,837238.6,99721.1,110079.1,107941.5,46990.3,450136.5,145093.7,109411.0,303233.2,158808.0,698253.0,189515.0,313201.9,38137.1,49062.4,30192.3,80666.5,51808.6,16512.9,24743.2,11954.0,18424.4,9796.7,29730.4,15350.4,503564.7,153043.9,10538212.9
CFBC,800,2000,250,350,1841331.4,1372593.4,927683.6,4369865.3,3288636.6,583850.7,1826743.0,154796.7,177952.3,175893.9,83665.3,1392660.8,217099.5,215423.3,565671.7,240499.7,888285.0,283495.1,572504.4,43595.2,70864.1,49709.0,124024.8,92248.1,22058.4,34031.4,13525.9,29017.0,11247.7,49142.4,29088.0,1106764.4,334318.4,21188286.5
Two-Pass,250,300,100,350,192695.7,97269.5,188883.6,661156.2,658308.3,209320.6,553836.5,82543.5,110415.0,102442.8,52168.9,303367.8,108032.8,82045.8,335749.3,131686.4,332515.9,183795.8,297564.1,37327.2,56825.6,33041.4,87306.7,51082.7,13395.5,20785.6,12148.6,18176.2,9752.8,23248.1,11434.0,282311.7,84751.7,5425386.3
CFBC,100,150,325,250,129612.3,84938.9,126160.8,357252.6,656653.8,191404.7,461021.4,58876.6,70205.3,67720.3,37253.6,132751.8,78001.8,67359.2,172359.5,99737.6,226296.1,99365.3,179576.6,23735.8,35378.2,20994.4,52051.3,35227.4,12089.4,18305.4,9565.7,15392.8,7565.6,14873.9,7486.8,156785.8,55054.8,3761055.5
Bi-Drum,660,500,200,400,495454.2,289211.0,804561.0,1293803.2,3569278.7,409932.1,1314334.8,166762.1,198319.9,136616.5,65334.3,827692.2,186166.3,161590.6,506492.0,253040.4,401323.6,252598.6,524118.5,47932.7,68850.6,40508.5,133209.5,74471.2,21572.2,27672.6,12844.8,23464.1,10539.5,37342.4,21859.4,589504.0,174366.6,13140768.1
Two-Pass,800,2000,325,400,1863537.0,1220006.3,1213983.7,5187340.0,3501219.3,584931.8,1322390.3,161902.8,214893.5,154509.4,83210.9,1215929.4,164969.8,163480.9,558254.2,284133.0,1030520.3,283669.5,486876.5,50762.3,72773.4,43617.1,122697.8,82519.8,19251.0,34864.4,15921.5,25222.4,12853.7,59050.7,24884.2,915360.5,326281.2,21501818.6
CFBC,50,150,250,300,128348.7,73660.7,50826.1,368605.1,263107.7,138924.5,266447.8,33539.2,60492.0,42765.5,23543.5,81135.8,64117.3,47212.5,139047.7,60850.1,220831.7,79474.2,127289.5,19220.5,31647.8,16591.5,47660.1,27029.6,8487.6,12745.4,8053.7,12525.1,5465.7,13088.0,5732.7,113656.7,39491.5,2631615.5
CFBC,270,1000,300,300,876685.2,656959.5,357360.3,2098611.2,1554115.0,429956.6,949121.7,100531.8,131966.1,93599.5,53911.3,450312.0,123344.0,124712.7,308214.6,164174.5,607527.0,164132.4,277580.4,38011.7,58705.1,29491.8,79226.3,61520.4,16314.9,20951.5,10312.2,18546.4,8709.2,34952.1,15109.1,524006.4,161322.9,10599995.8
Bi-Drum,500,300,325,300,295706.0,203911.9,620887.5,638771.8,3378634.2,442226.7,1223635.2,123222.9,175122.1,123489.5,69776.8,585523.6,166801.8,119498.5,491709.4,217486.5,333535.3,255184.2,447933.5,38878.6,72555.5,43595.2,98440.4,66802.3,16872.7,26181.6,12217.0,21851.0,11587.5,30416.4,15301.7,472514.1,168384.3,11008655.7
CFBC,100,1000,100,400,832894.4,460054.0,71093.8,2538978.7,354052.8,365842.4,393650.1,50630.1,70761.1,68706.4,30877.9,235405.9,78190.6,66505.4,203665.4,84283.9,601626.8,111580.2,160741.5,28342.0,34802.1,21208.1,60331.5,41709.3,12093.4,16182.7,9364.6,15985.4,6628.7,26795.8,13140.7,372726.0,94678.3,7533530.0
Bi-Drum,200,1000,150,300,738431.1,491320.0,153949.7,2459625.1,1285056.3,415004.6,530040.5,75587.2,114828.7,92289.2,48832.5,425903.3,102819.4,75899.4,300502.3,121451.6,710567.9,140301.9,266323.7,28871.3,52639.3,31501.9,68603.5,53535.6,14512.7,23261.4,9660.4,19743.2,7712.2,26997.2,14114.8,388328.8,134958.5,9423175.2
Bi-Drum,500,1000,250,400,1075626.6,621625.8,634844.0,2533862.4,3045418.4,459909.3,1031883.0,124415.8,149412.0,121291.8,69740.0,825531.0,142682.2,140736.7,495186.3,193428.1,696293.7,215921.0,383311.8,43931.5,71711.0,42509.2,115102.1,67257.9,19226.8,29807.0,14177.0,26036.7,11501.0,42469.4,21726.9,733520.0,220310.7,14420407.1
Bi-Drum,200,1000,100,300,623165.9,433777.3,152710.2,2051059.5,954772.4,336949.2,534182.3,84375.8,115818.3,94065.1,47360.8,366999.3,90312.2,78087.4,253798.8,117256.7,603279.5,140456.8,235075.8,33487.8,52771.1,26484.6,82876.0,53903.5,14757.9,23209.9,9665.0,19478.0,7823.5,31974.2,13570.1,433306.0,130153.3,8246964.2
AFBC,250,500,250,300,436992.3,238423.5,296325.6,1197674.2,1325400.6,275136.2,594731.2,81188.8,108369.9,88225.8,53562.7,358635.8,112666.1,95708.5,290285.9,131535.2,394468.3,177160.3,309071.7,31040.1,49033.4,33062.1,74466.9,58315.7,13377.3,24204.7,12235.2,20729.8,9728.8,25233.5,14493.6,367018.2,95007.2,7393509.1
Bi-Drum,500,2000,300,350,2290377.1,1312427.1,596725.4,4986254.3,3932895.7,661603.9,1071799.3,142004.9,147718.2,120740.3,70549.4,870608.3,165330.8,140374.7,434243.0,219487.3,890091.3,256391.5,384043.7,38828.1,61968.5,35972.2,99788.4,66864.9,17186.9,25458.6,12137.9,25652.4,10091.6,50363.5,21279.7,875941.8,295369.6,20330570.3
Bi-Drum,200,1000,250,350,1029183.6,601170.5,241241.8,2129180.8,1547170.1,385364.5,620433.3,74619.2,115161.7,94604.5,40910.2,368599.4,103240.9,88101.8,305438.7,138770.2,611242.4,136242.1,262215.4,30069.8,52636.8,26568.7,70533.2,53589.5,12713.9,23108.6,9600.5,17062.4,9275.2,32219.0,13860.9,510476.7,148687.7,9903294.0
CFBC,660,300,325,400,332420.7,188948.4,849292.2,781773.1,3607081.3,371015.2,1901857.7,139140.7,192879.4,164797.2,79372.9,699124.2,194551.7,170622.4,497151.4,217099.6,297986.6,295862.2,505019.7,48875.4,67903.4,40713.7,129956.5,85395.4,20970.2,32945.3,15256.5,27989.0,12635.9,40825.0,19973.8,537867.5,157906.4,12725210.6
Bi-Drum,100,2000,150,400,1971734.7,1318109.0,75420.8,5096923.0,691277.5,555089.6,316280.4,51582.2,84011.7,58187.6,31561.4,281457.2,63374.0,62010.7,174654.9,84085.8,926766.7,113198.9,184205.9,23825.6,39871.8,24548.8,62612.5,40790.5,10158.6,15894.7,8307.1,15863.5,7671.1,28386.1,17017.6,549409.6,193045.7,13177335.2
Two-Pass,250,2000,300,250,1733745.5,987189.5,334889.5,4768264.7,1200805.2,531544.1,563270.7,83202.2,110557.1,106405.6,52400.2,533083.2,94361.7,79111.0,286875.7,132086.8,914484.3,178357.1,258603.5,31725.9,47429.7,34094.9,88289.2,52173.8,13349.8,21088.0,12092.1,18040.2,9799.4,42144.4,20739.6,582017.5,174763.5,14096985.6
Bi-Drum,270,2000,325,350,1971967.7,1310353.2,324226.8,4296708.2,1919583.7,635754.9,780974.0,101024.2,110190.5,95085.0,47989.0,556964.0,118345.7,88199.8,306740.9,138969.0,1066654.4,182615.1,275864.7,37107.1,56891.7,34021.9,93557.4,53847.9,16098.0,25329.2,10747.3,20888.0,9802.1,42976.1,17796.6,699630.2,215490.0,15662394.3
AFBC,660,2000,250,400,1787057.1,1321480.0,899864.8,4365379.9,2762198.1,660210.1,1448176.7,161899.2,192992.1,136383.7,78087.2,1207797.6,181756.7,134922.9,590402.2,215182.0,896149.3,257876.6,432780.7,41002.1,79274.1,40165.6,132614.0,73229.0,21152.2,28084.5,15027.7,28068.3,10491.2,54976.2,23062.7,981532.5,259653.2,19518930.2
AFBC,200,300,100,350,177203.5,127323.9,149825.1,664012.3,761052.7,203807.1,515065.9,72420.2,113242.5,96231.8,42348.6,296767.2,99494.7,73496.2,297556.3,137022.9,340293.7,138014.0,271262.9,29274.7,52544.2,27056.7,82586.8,47727.1,12642.1,23184.0,11396.1,19620.6,7701.0,24278.3,12531.4,224918.0,76579.1,5228481.6
CFBC,200,500,250,400,514472.7,339320.0,232854.3,1311784.2,952325.6,280763.9,660076.0,72707.6,97618.5,96332.2,40653.6,359129.3,127699.8,96263.9,260075.7,138930.7,403585.0,140650.8,267026.5,33732.4,45750.4,26560.0,80842.2,46667.6,14698.0,22763.2,9925.2,19375.5,7741.4,23686.8,13478.5,357551.8,109112.5,7204155.8
CFBC,800,2000,250,400,2211893.7,1445637.5,951154.3,4409687.4,3309305.7,699769.5,1877525.8,160722.1,208018.7,173067.8,73457.3,1233623.5,256060.4,218779.2,539006.1,238750.8,931428.7,318946.3,570525.9,51798.2,70883.0,50110.3,120001.4,79106.6,18828.6,35079.7,16032.8,25661.2,11334.7,57847.9,25395.9,985876.0,284657.8,21659974.8
CFBC,50,200,100,350,145172.2,80841.7,28814.3,502304.0,188799.8,137835.4,231896.7,34438.4,59523.5,44005.8,27345.8,99152.2,53763.3,47846.3,119901.6,69765.5,261712.4,81768.0,107389.3,19516.4,32654.8,19368.2,45809.5,26850.3,9781.5,13216.7,6790.3,12754.0,5681.9,14364.1,7114.8,114890.8,39859.6,2690929.1
Two-Pass,800,500,200,400,430315.8,255666.3,995084.6,1311015.8,2583859.7,375866.4,1387904.5,185246.7,184570.9,148388.1,83816.6,819056.3,195283.8,144216.7,634754.9,245507.7,449578.8,276756.3,573253.5,43385.6,83491.3,50440.9,142120.9,82833.5,19290.9,29455.0,13940.3,28907.2,13121.0,40202.1,20429.1,539631.7,186520.4,12573913.3
CFBC,660,2000,300,300,1837852.8,1396861.8,816601.4,4945323.4,2965398.0,560529.7,1588954.9,166636.1,162872.2,159208.2,76761.5,1222868.7,198199.9,169771.9,567475.8,254801.3,918392.4,249820.6,518381.4,41691.7,66452.0,40571.5,113265.3,73778.4,21224.2,27771.5,15600.7,23799.8,10438.0,46288.8,27144.1,893457.0,305362.5,20483557.5
Two-Pass,200,150,100,250,71342.0,48953.1,127187.2,357447.9,544586.6,182937.2,469011.1,72296.7,114419.5,80224.1,41307.4,207137.8,96766.6,83785.7,259972.4,120098.6,224729.3,135417.0,227762.5,29818.4,45184.5,27023.2,70616.2,53835.0,15124.1,19931.8,9666.6,18907.3,7862.7,22335.0,9463.9,208779.1,63349.7,4067280.2
CFBC,500,150,250,400,127165.0,98531.3,553229.5,380515.4,2094801.0,288095.5,1309077.2,142795.3,173776.6,123187.0,68240.6,464109.1,199345.8,174025.9,502474.1,220295.3,190876.4,213045.9,447158.7,39521.3,72078.3,37026.8,114448.8,67724.7,16491.4,25632.1,14274.8,25021.7,9976.9,33723.4,14853.8,451447.9,115037.7,8808005.2
AFBC,100,150,250,300,121127.0,65470.6,112838.9,306839.7,578076.9,157006.4,303151.9,58962.1,70051.3,69317.4,36111.8,152179.7,70613.0,52936.9,176938.3,84613.2,225368.4,114830.7,161144.8,23879.7,34428.2,24519.4,62653.2,40440.8,10442.1,18568.8,8203.1,13568.0,7656.6,17047.6,7167.6,149298.5,52045.5,3387498.1
AFBC,500,150,250,250,115913.8,70440.7,547680.3,346960.2,2080891.1,281592.0,1152583.8,123434.2,148725.1,140732.7,58420.4,391175.8,135230.5,113849.2,427026.2,221051.9,189852.8,249892.3,440750.8,39177.7,72639.7,36329.5,117851.0,65931.8,16966.1,30152.7,11965.1,21394.7,10133.8,28890.5,16961.8,370800.6,108156.0,8183554.8
AFBC,200,300,200,400,231824.6,170029.6,182139.4,783807.5,1013525.2,269127.6,512963.5,83735.6,112098.1,81528.2,41067.4,258987.0,82585.0,86175.2,264267.9,141277.2,337719.7,137643.9,271828.5,34732.9,50860.8,31111.0,81766.8,53810.6,14830.2,22616.4,11178.8,19461.1,9252.1,21737.9,10788.6,282108.1,72766.9,5779353.3
Two-Pass,100,300,200,250,208314.8,119169.7,100745.0,699708.4,395858.4,183827.8,282936.6,49037.0,82712.3,70385.6,31443.2,160075.8,58325.0,50893.1,176795.4,100092.6,291037.1,115562.7,158521.5,27495.1,34780.7,20830.6,61949.3,40669.6,10398.6,18557.2,9339.7,16076.9,7816.7,19310.7,8115.5,194099.5,57016.6,3861898.7
Two-Pass,660,500,100,250,287986.0,148031.9,553688.5,990988.0,1583085.9,347002.1,1389198.2,140690.7,190224.1,158035.7,65769.1,820569.4,174600.4,132824.6,578158.1,258559.7,452362.3,292681.8,443350.2,47769.2,66205.6,41432.4,111954.8,75076.9,21188.9,32403.4,15242.6,23669.6,10406.4,37497.9,21528.2,444730.6,154849.2,10111762.4
Two-Pass,250,1000,200,400,770045.3,524164.5,267053.5,2165755.5,1009728.3,404555.8,575254.3,96434.9,128251.2,91542.1,44981.2,503746.2,106388.5,81737.0,340820.9,154253.6,698422.4,152746.3,259452.7,35854.6,49458.0,34018.4,77564.5,57956.0,15695.3,20512.5,12021.3,20295.8,8298.2,33743.7,14680.6,412346.8,142796.8,9310576.7
CFBC,270,1000,150,300,725847.2,529832.3,223785.4,2385373.4,1168543.9,404081.6,816384.4,99275.5,110163.2,106533.5,55090.3,470273.6,148627.8,127994.4,302547.8,141949.5,594502.3,185164.8,275863.7,32481.3,57865.2,34933.5,90142.0,61320.2,14113.6,24563.9,10635.5,20865.6,9945.8,35787.0,14724.0,496646.5,124211.2,9900069.9
Two-Pass,50,1000,300,300,754585.0,460300.2,57726.0,2447758.0,279703.9,365033.7,194702.6,40836.6,61432.4,51062.6,28156.8,144235.1,48234.8,35100.5,119612.8,68523.4,711285.1,67697.8,126643.8,22735.3,31870.3,18952.7,46784.4,26743.6,9755.7,15239.1,6824.0,12699.1,5623.8,23073.7,9890.6,276537.7,84615.9,6653977.0
CFBC,270,500,250,300,466530.8,263822.1,331186.1,1201206.3,1431756.6,341609.4,963034.0,88518.8,128261.8,106651.1,53858.7,367057.0,124696.0,107551.2,302292.8,165903.7,384584.2,187320.3,265792.6,32239.4,57792.8,30574.7,92742.8,61247.8,16210.5,21341.6,10261.0,20923.5,8606.7,30112.3,12872.4,347321.2,103535.6,8127415.8
Two-Pass,270,2000,150,300,1510840.8,888957.3,220440.9,4302545.7,978366.1,517536.0,590160.7,88275.1,114294.2,106280.9,46774.5,561256.4,111074.8,83367.3,346119.2,165831.3,1066133.4,162240.0,269162.6,36703.3,58630.8,29328.8,91359.4,60713.1,15993.2,24638.2,10377.9,18167.9,9860.2,42858.9,20950.7,658118.5,169020.4,13376378.5
Bi-Drum,50,300,100,300,212247.1,121573.0,32431.4,735172.6,316855.8,195826.6,213232.6,33787.3,62057.9,43073.5,23563.8,99500.3,44280.8,37721.1,136585.2,58927.0,337006.8,78685.0,106722.1,22115.8,27550.1,19358.6,41009.4,26749.6,9970.8,15363.6,7090.7,12955.7,6332.7,15662.2,7801.4,137581.8,46949.3,3285741.6
AFBC,200,500,300,300,467371.3,292547.7,223278.2,1061712.8,1173825.9,324894.7,495366.4,72167.4,98851.8,94092.1,48777.8,357124.2,98885.1,85300.4,259234.9,139090.8,468228.5,161446.0,263157.3,34380.2,44831.0,30875.3,79355.8,53725.1,12907.5,20102.3,11150.4,18944.1,8030.2,23196.0,13630.2,286908.0,102793.6,6926183.0
CFBC,270,1000,200,300,756728.4,509657.2,253641.4,2056736.4,1138727.7,353224.2,941487.8,86989.7,132280.1,95070.6,55496.1,449242.4,127061.1,108569.8,312132.9,142600.1,614056.1,161929.8,320574.6,31924.3,48824.9,34682.1,91893.1,51149.0,16165.4,21469.3,12000.3,20840.5,8474.2,30666.1,17857.2,499556.4,132680.5,9634389.7
CFBC,50,200,150,250,124708.3,80577.2,40689.6,467605.1,251570.1,161795.3,274144.3,39150.2,52737.4,50403.8,27551.5,84891.0,53323.3,54738.0,138934.6,68763.7,232420.6,81314.3,108026.0,22756.8,26995.6,19074.0,45779.0,27407.4,9725.1,15005.0,6970.3,10812.2,6382.3,13847.0,6992.1,119552.9,40299.2,2764943.2
CFBC,800,2000,325,300,2104610.4,1207681.6,1081991.3,4849680.4,3612630.9,678554.2,2109877.0,180575.3,211386.3,147815.4,85467.4,1415591.2,216573.1,220086.9,654931.1,237518.9,929581.4,326291.4,573104.1,51179.7,85315.9,44275.0,138187.0,95778.5,19593.0,29576.4,13599.8,28930.4,10963.1,50724.6,25062.3,1145829.6,334161.1,22917124.7
Two-Pass,270,2000,150,400,1435313.3,1003580.1,224885.9,5048680.7,859545.4,543190.4,603330.1,98703.4,111411.2,109799.9,47474.5,659230.4,111566.1,98855.3,301773.3,162359.3,1036917.1,158931.1,272816.0,37109.0,58088.5,34879.1,78118.1,52281.2,14028.5,20866.2,10396.8,17948.2,8282.1,36627.4,17678.5,599676.2,214418.3,14088761.6
